DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-06-10 00:00:00,4135001,HmiyD2TTLFNqkNe,22.842787599999998,20.787239800000002,0
2020-06-10 00:15:00,4135001,HmiyD2TTLFNqkNe,22.775156466666665,20.823775266666669,0
2020-06-10 00:30:00,4135001,HmiyD2TTLFNqkNe,22.709958785714285,20.856700285714282,0
2020-06-10 00:45:00,4135001,HmiyD2TTLFNqkNe,22.707275399999997,20.97303453333333,0
2020-06-10 01:00:00,4135001,HmiyD2TTLFNqkNe,22.628609266666665,20.859824600000003,0
2020-06-10 01:15:00,4135001,HmiyD2TTLFNqkNe,22.565948333333335,20.731398666666671,0
2020-06-10 01:30:00,4135001,HmiyD2TTLFNqkNe,22.507914333333336,20.614268066666664,0
2020-06-10 01:45:00,4135001,HmiyD2TTLFNqkNe,22.3333334,20.511220133333335,0
2020-06-10 02:00:00,4135001,HmiyD2TTLFNqkNe,22.279797199999997,20.555924533333329,0
2020-06-10 02:15:00,4135001,HmiyD2TTLFNqkNe,22.323323733333336,20.624074266666671,0
2020-06-10 02:30:00,4135001,HmiyD2TTLFNqkNe,22.427673333333335,20.730798399999998,0
2020-06-10 02:45:00,4135001,HmiyD2TTLFNqkNe,22.395074,20.697845428571426,0
2020-06-10 03:00:00,4135001,HmiyD2TTLFNqkNe,22.332193866666668,20.470330666666669,0
2020-06-10 03:15:00,4135001,HmiyD2TTLFNqkNe,22.251780066666665,20.1620504,0
2020-06-10 03:30:00,4135001,HmiyD2TTLFNqkNe,22.111023000000003,19.952040666666665,0
2020-06-10 03:45:00,4135001,HmiyD2TTLFNqkNe,22.039939333333336,19.941762333333333,0
2020-06-10 04:00:00,4135001,HmiyD2TTLFNqkNe,21.9428224,19.8509522,0
2020-06-10 04:15:00,4135001,HmiyD2TTLFNqkNe,21.844205733333332,19.808901000000006,0
2020-06-10 04:30:00,4135001,HmiyD2TTLFNqkNe,21.888639400000002,19.825120000000002,0
2020-06-10 04:45:00,4135001,HmiyD2TTLFNqkNe,21.924647928571428,19.850221714285713,0
2020-06-10 05:00:00,4135001,HmiyD2TTLFNqkNe,21.943217000000004,19.759975333333333,0
2020-06-10 05:15:00,4135001,HmiyD2TTLFNqkNe,21.934802266666665,19.634918133333333,0
2020-06-10 05:30:00,4135001,HmiyD2TTLFNqkNe,21.806713866666666,19.316455,0
2020-06-10 05:45:00,4135001,HmiyD2TTLFNqkNe,21.772216800000002,19.202215400000007,0.0002504884802
2020-06-10 06:00:00,4135001,HmiyD2TTLFNqkNe,21.767089866666666,19.326090533333335,0.0090791752333333354
2020-06-10 06:15:00,4135001,HmiyD2TTLFNqkNe,21.830293866666668,19.779553133333337,0.031577319933333334
2020-06-10 06:30:00,4135001,HmiyD2TTLFNqkNe,22.186450266666665,20.739892533333332,0.060069833799999993
2020-06-10 06:45:00,4135001,HmiyD2TTLFNqkNe,22.50998785714286,22.357663928571426,0.0952975517857143
2020-06-10 07:00:00,4135001,HmiyD2TTLFNqkNe,22.875121866666671,23.57799266666667,0.17650477166666664
2020-06-10 07:15:00,4135001,HmiyD2TTLFNqkNe,23.399713266666666,26.031282600000004,0.22465588800000003
2020-06-10 07:30:00,4135001,HmiyD2TTLFNqkNe,23.833986466666666,30.019337866666667,0.28159214333333332
2020-06-10 07:45:00,4135001,HmiyD2TTLFNqkNe,24.35052086666667,33.071700066666672,0.337822402
2020-06-10 08:00:00,4135001,HmiyD2TTLFNqkNe,24.7890238,35.482057666666662,0.29943859733333333
2020-06-10 08:15:00,4135001,HmiyD2TTLFNqkNe,25.026772133333335,33.531537,0.20625441266666666
2020-06-10 08:30:00,4135001,HmiyD2TTLFNqkNe,25.165039066666669,32.886771399999994,0.24821803333333334
2020-06-10 08:45:00,4135001,HmiyD2TTLFNqkNe,25.693823266666666,36.7325926,0.47398864
2020-06-10 09:00:00,4135001,HmiyD2TTLFNqkNe,26.275140333333333,41.8781982,0.47842251
2020-06-10 09:15:00,4135001,HmiyD2TTLFNqkNe,26.626002714285711,41.633061285714284,0.58693767999999991
2020-06-10 09:30:00,4135001,HmiyD2TTLFNqkNe,27.044360466666664,43.413368933333324,0.576820234
2020-06-10 09:45:00,4135001,HmiyD2TTLFNqkNe,27.166434800000005,41.886745199999993,0.4474333473333334
2020-06-10 10:00:00,4135001,HmiyD2TTLFNqkNe,26.920458933333332,36.647984066666666,0.31987558066666671
2020-06-10 10:15:00,4135001,HmiyD2TTLFNqkNe,27.128527933333331,38.266939133333324,0.480099376
2020-06-10 10:30:00,4135001,HmiyD2TTLFNqkNe,27.5968486,42.387589399999996,0.51049508933333332
2020-06-10 10:45:00,4135001,HmiyD2TTLFNqkNe,27.74402266666667,40.183040466666661,0.42855548333333338
2020-06-10 11:00:00,4135001,HmiyD2TTLFNqkNe,27.951820866666669,38.8228558,0.320387256
2020-06-10 11:15:00,4135001,HmiyD2TTLFNqkNe,27.866050266666669,39.599638000000006,0.601040456
2020-06-10 11:30:00,4135001,HmiyD2TTLFNqkNe,28.374143285714283,47.206085214285721,0.683142175
2020-06-10 11:45:00,4135001,HmiyD2TTLFNqkNe,28.499033466666667,45.567177133333331,0.68531785000000012
2020-06-10 12:00:00,4135001,HmiyD2TTLFNqkNe,29.792344066666669,53.1358704,1.0311831480000002
2020-06-10 12:15:00,4135001,HmiyD2TTLFNqkNe,30.189037933333331,54.239634266666656,0.869060306
2020-06-10 12:30:00,4135001,HmiyD2TTLFNqkNe,30.080072133333331,53.7302392,0.86864831599999992
2020-06-10 12:45:00,4135001,HmiyD2TTLFNqkNe,30.856345533333332,54.689917066666673,0.86530400066666668
2020-06-10 13:00:00,4135001,HmiyD2TTLFNqkNe,30.978605133333335,51.86274186666666,0.70523600266666653
2020-06-10 13:15:00,4135001,HmiyD2TTLFNqkNe,30.685426933333336,46.797924933333334,0.57533503199999991
2020-06-10 13:30:00,4135001,HmiyD2TTLFNqkNe,31.166330933333331,50.699784266666676,0.85274037400000013
2020-06-10 13:45:00,4135001,HmiyD2TTLFNqkNe,31.304212285714286,51.353740285714288,0.65469237357142851
2020-06-10 14:00:00,4135001,HmiyD2TTLFNqkNe,31.092325933333335,46.043298533333328,0.53785904666666673
2020-06-10 14:15:00,4135001,HmiyD2TTLFNqkNe,31.361989333333334,48.560525000000005,0.68017541399999992
2020-06-10 14:30:00,4135001,HmiyD2TTLFNqkNe,31.511543666666668,48.153831000000004,0.444713674
2020-06-10 14:45:00,4135001,HmiyD2TTLFNqkNe,26.491621866666662,29.685520466666663,0.063960636133333332
2020-06-10 15:00:00,4135001,HmiyD2TTLFNqkNe,23.6877706,23.490259000000005,0.13062389466666668
2020-06-10 15:15:00,4135001,HmiyD2TTLFNqkNe,24.049064199999997,25.863409466666663,0.21617013533333335
2020-06-10 15:30:00,4135001,HmiyD2TTLFNqkNe,25.028104666666668,29.658355666666669,0.29194878466666668
2020-06-10 15:45:00,4135001,HmiyD2TTLFNqkNe,25.1799176,32.456162333333339,0.24741127333333335
2020-06-10 16:00:00,4135001,HmiyD2TTLFNqkNe,25.529737071428571,33.1866565,0.27245466214285718
2020-06-10 16:15:00,4135001,HmiyD2TTLFNqkNe,26.168872133333338,35.321976600000006,0.35374110733333336
2020-06-10 16:30:00,4135001,HmiyD2TTLFNqkNe,26.560512333333332,35.3695456,0.24380124866666669
2020-06-10 16:45:00,4135001,HmiyD2TTLFNqkNe,26.307415666666667,32.084030933333331,0.19328861533333336
2020-06-10 17:00:00,4135001,HmiyD2TTLFNqkNe,26.023769133333335,30.4908548,0.16737001799999998
2020-06-10 17:15:00,4135001,HmiyD2TTLFNqkNe,26.0763428,30.701261466666665,0.17003262
2020-06-10 17:30:00,4135001,HmiyD2TTLFNqkNe,25.9601472,29.500253299999997,0.1014331655
2020-06-10 17:45:00,4135001,HmiyD2TTLFNqkNe,25.690484214285718,27.858786357142858,0.082662300857142865
2020-06-10 18:00:00,4135001,HmiyD2TTLFNqkNe,25.403283666666667,26.133491933333332,0.038698763933333331
2020-06-10 18:15:00,4135001,HmiyD2TTLFNqkNe,25.183821599999998,24.934887866666667,0.0091324596666666671
2020-06-10 18:30:00,4135001,HmiyD2TTLFNqkNe,25.0308594,24.326002933333331,0.0013383184030266665
2020-06-10 18:45:00,4135001,HmiyD2TTLFNqkNe,24.898394866666667,24.0229962,0
2020-06-10 19:00:00,4135001,HmiyD2TTLFNqkNe,24.796325666666664,23.751652,0
2020-06-10 19:15:00,4135001,HmiyD2TTLFNqkNe,24.6726442,23.437866333333339,0
2020-06-10 19:30:00,4135001,HmiyD2TTLFNqkNe,24.4905418,22.900632733333335,0
2020-06-10 19:45:00,4135001,HmiyD2TTLFNqkNe,24.240319214285712,22.724879500000004,0
2020-06-10 20:00:00,4135001,HmiyD2TTLFNqkNe,23.838995399999998,22.535736066666669,0
2020-06-10 20:15:00,4135001,HmiyD2TTLFNqkNe,23.097306266666667,21.900569666666666,0
2020-06-10 20:30:00,4135001,HmiyD2TTLFNqkNe,22.638631266666664,21.447381533333335,0
